Log-ratio,p-value,minFDR,Nitab v4.5 Gene,Gene,Measure,Description
1.253809988,0.004642899,0.01882977,Nitab4.5_0001809g0010,Nitab4.5_0001809g0010,Nitab4.5_0001809g0010,Protein kinase domain
1.253146231,1.37018E-05,0.00031955,Nitab4.5_0000354g0180,Nitab4.5_0000354g0180,Nitab4.5_0000354g0180,Aspartic peptidase
1.25256443,0.003686023,0.015692657,Nitab4.5_0000351g0040,Nitab4.5_0000351g0040,Nitab4.5_0000351g0040,Uncharacterised protein family Cys-rich
1.252463818,3.64281E-05,0.000569953,Nitab4.5_0002195g0010,Nitab4.5_0002195g0010,Nitab4.5_0002195g0010,Unknown
1.250844002,0.000397021,0.002909983,Nitab4.5_0002297g0060,Nitab4.5_0002297g0060,Nitab4.5_0002297g0060,Unknown
1.248912096,4.50965E-06,0.000167726,Nitab4.5_0000140g0190,Nitab4.5_0000140g0190,Nitab4.5_0000140g0190,Phloem protein 2-like
1.248222828,3.33345E-05,0.000538675,Nitab4.5_0002176g0010,Nitab4.5_0002176g0010,Nitab4.5_0002176g0010,Bulb-type lectin domain
1.247436523,0.000911196,0.005389635,Nitab4.5_0000036g0420,Nitab4.5_0000036g0420,Nitab4.5_0000036g0420,Protein of unknown function DUF1399
1.246902943,0.000243378,0.002046529,Nitab4.5_0001052g0110,Nitab4.5_0001052g0110,Nitab4.5_0001052g0110,Protein of unknown function DUF247
1.244945765,0.001031015,0.005897988,Nitab4.5_0000023g0310,Nitab4.5_0000023g0310,Nitab4.5_0000023g0310,Nucleosome assembly protein (NAP)
1.244799852,5.24974E-05,0.000725556,Nitab4.5_0005248g0010,Nitab4.5_0005248g0010,Nitab4.5_0005248g0010,FAD-dependent pyridine nucleotide-disulphide oxidoreductase
1.244423032,0.001568864,0.008080695,Nitab4.5_0000770g0120,Nitab4.5_0000770g0120,Nitab4.5_0000770g0120,Oxoglutarate/iron-dependent dioxygenase
1.24439764,5.7262E-05,0.000766637,Nitab4.5_0001988g0020,Nitab4.5_0001988g0020,Nitab4.5_0001988g0020,TLDc
1.243902743,0.032851931,0.092237833,Nitab4.5_0000902g0260,Nitab4.5_0000902g0260,Nitab4.5_0000902g0260,Unknown
1.243770599,2.53782E-07,4.11159E-05,Nitab4.5_0001800g0190,Nitab4.5_0001800g0190,Nitab4.5_0001800g0190,ENTH/VHS
1.243245602,2.12277E-05,0.000412463,Nitab4.5_0002682g0060,Nitab4.5_0002682g0060,Nitab4.5_0002682g0060,Glycoside hydrolase
1.242720127,9.32032E-06,0.000257425,Nitab4.5_0001151g0150,Nitab4.5_0001151g0150,Nitab4.5_0001151g0150,Cation efflux protein
1.242549896,1.32342E-05,0.000311649,Nitab4.5_0004812g0010,Nitab4.5_0004812g0010,Nitab4.5_0004812g0010,Unknown
1.241842389,0.001860916,0.009239444,Nitab4.5_0001474g0070,Nitab4.5_0001474g0070,Nitab4.5_0001474g0070,Bet v I type allergen
1.241481185,0.00093909,0.005519697,Nitab4.5_0003278g0020,Nitab4.5_0003278g0020,Nitab4.5_0003278g0020,Stress up-regulated Nod 19
1.241143778,0.001919586,0.009450002,Nitab4.5_0002765g0050,Nitab4.5_0002765g0050,Nitab4.5_0002765g0050,Chloramphenicol acetyltransferase-like domain
1.241060019,0.000907847,0.005375198,Nitab4.5_0000880g0090,Nitab4.5_0000880g0090,Nitab4.5_0000880g0090,DNA-directed RNA polymerase
1.240056515,0.001452195,0.007651993,Nitab4.5_0002040g0070,Nitab4.5_0002040g0070,Nitab4.5_0002040g0070,Unknown
1.239117146,6.49299E-08,2.37757E-05,Nitab4.5_0003808g0080,Nitab4.5_0003808g0080,Nitab4.5_0003808g0080,Leucine-rich repeat
1.237213016,3.67391E-06,0.000149005,Nitab4.5_0001036g0080,Nitab4.5_0001036g0080,Nitab4.5_0001036g0080,eRF1 domain 2
1.236002684,3.44406E-05,0.000550042,Nitab4.5_0004983g0020,Nitab4.5_0004983g0020,Nitab4.5_0004983g0020,Ribokinase
1.23591876,0.007315256,0.027062865,Nitab4.5_0000406g0130,Nitab4.5_0000406g0130,Nitab4.5_0000406g0130,Unknown
1.234611869,0.000366119,0.002743496,Nitab4.5_0003885g0100,Nitab4.5_0003885g0100,Nitab4.5_0003885g0100,F-box domain
1.234308243,0.005121428,0.020370437,Nitab4.5_0002876g0010,Nitab4.5_0002876g0010,Nitab4.5_0002876g0010,Bet v I domain
1.232969284,4.7941E-06,0.000174364,Nitab4.5_0003615g0010,Nitab4.5_0003615g0010,Nitab4.5_0003615g0010,Ribosomal protein L3
1.231984138,9.39185E-06,0.000258797,Nitab4.5_0003297g0010,Nitab4.5_0003297g0010,Nitab4.5_0003297g0010,Unknown
1.231686741,7.56314E-05,0.000914036,Nitab4.5_0000286g0050,Nitab4.5_0000286g0050,Nitab4.5_0000286g0050,Alpha crystallin/Hsp20 domain
1.231635064,0.03342296,0.093522452,Nitab4.5_0001417g0090,Nitab4.5_0001417g0090,Nitab4.5_0001417g0090,Haem peroxidase
1.230417132,7.96149E-05,0.000943558,Nitab4.5_0004821g0020,Nitab4.5_0004821g0020,Nitab4.5_0004821g0020,Myb domain
1.229628086,6.34391E-05,0.000818195,Nitab4.5_0001843g0110,Nitab4.5_0001843g0110,Nitab4.5_0001843g0110,Pentatricopeptide repeat
1.229598284,7.67724E-06,0.000231484,Nitab4.5_0000770g0030,Nitab4.5_0000770g0030,Nitab4.5_0000770g0030,Acyl-CoA dehydrogenase
1.228481531,0.00020444,0.001810399,Nitab4.5_0002328g0020,Nitab4.5_0002328g0020,Nitab4.5_0002328g0020,Heat shock transcription factor
1.225809097,7.02698E-09,1.31364E-05,Nitab4.5_0000315g0120,Nitab4.5_0000315g0120,Nitab4.5_0000315g0120,Domain of unknown function DUF4463
1.225699186,1.5944E-06,9.74333E-05,Nitab4.5_0005185g0050,Nitab4.5_0005185g0050,Nitab4.5_0005185g0050,Regulator of chromosome condensation
1.224642754,0.030573944,0.086966159,Nitab4.5_0002472g0030,Nitab4.5_0002472g0030,Nitab4.5_0002472g0030,Unknown
1.223367214,0.013431355,0.044160724,Nitab4.5_0000947g0090,Nitab4.5_0000947g0090,Nitab4.5_0000947g0090,Unknown
1.222425967,0.001029762,0.00589533,Nitab4.5_0000152g0160,Nitab4.5_0000152g0160,Nitab4.5_0000152g0160,Oleosin
1.22209312,0.000211501,0.001855576,Nitab4.5_0001756g0050,Nitab4.5_0001756g0050,Nitab4.5_0001756g0050,Major facilitator superfamily domain
1.221697569,2.57659E-05,0.000461745,Nitab4.5_0003018g0070,Nitab4.5_0003018g0070,Nitab4.5_0003018g0070,Translation protein
1.221493721,0.000406665,0.002957481,Nitab4.5_0001644g0010,Nitab4.5_0001644g0010,Nitab4.5_0001644g0010,Haem peroxidase
1.221305847,0.00014382,0.001417015,Nitab4.5_0001704g0120,Nitab4.5_0001704g0120,Nitab4.5_0001704g0120,EF-hand domain
1.219736382,7.23015E-05,0.000891894,Nitab4.5_0010127g0010,Nitab4.5_0010127g0010,Nitab4.5_0010127g0010,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.21926111,4.40284E-05,0.000644885,Nitab4.5_0000014g0450,Nitab4.5_0000014g0450,Nitab4.5_0000014g0450,Leucine-rich repeat
1.218810678,0.000116555,0.001227003,Nitab4.5_0000817g0030,Nitab4.5_0000817g0030,Nitab4.5_0000817g0030,Unknown
1.218744993,2.43547E-07,4.05801E-05,Nitab4.5_0001271g0040,Nitab4.5_0001271g0040,Nitab4.5_0001271g0040,Protein phosphatase 2C (PP2C)-like domain
1.218636751,0.008165707,0.029519017,Nitab4.5_0001642g0010,Nitab4.5_0001642g0010,Nitab4.5_0001642g0010,rRNA small subunit methyltransferase G
1.21753335,0.001331381,0.007165047,Nitab4.5_0000102g0440,Nitab4.5_0000102g0440,Nitab4.5_0000102g0440,Small GTPase superfamily
1.216815114,0.01221211,0.040878517,Nitab4.5_0001171g0090,Nitab4.5_0001171g0090,Nitab4.5_0001171g0090,Protein of unknown function DUF1313
1.216646791,0.011331413,0.038404625,Nitab4.5_0000263g0270,Nitab4.5_0000263g0270,Nitab4.5_0000263g0270,High mobility group box domain
1.213056803,0.000252074,0.002094246,Nitab4.5_0000759g0100,Nitab4.5_0000759g0100,Nitab4.5_0000759g0100,U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/D3
1.212775826,7.27022E-06,0.000224774,Nitab4.5_0004605g0130,Nitab4.5_0004605g0130,Nitab4.5_0004605g0130,Band 7 protein
1.212551117,7.9275E-07,6.78512E-05,Nitab4.5_0005030g0030,Nitab4.5_0005030g0030,Nitab4.5_0005030g0030,BTB/POZ
1.210115433,0.010899504,0.037185619,Nitab4.5_0000662g0180,Nitab4.5_0000662g0180,Nitab4.5_0000662g0180,Domain of unknown function DUF3700
1.208934784,1.50587E-06,9.45002E-05,Nitab4.5_0000335g0140,Nitab4.5_0000335g0140,Nitab4.5_0000335g0140,Clathrin light chain
1.207739234,7.58201E-05,0.000914421,Nitab4.5_0000416g0080,Nitab4.5_0000416g0080,Nitab4.5_0000416g0080,Argonaute/Dicer protein
1.207677603,1.03208E-05,0.000272959,Nitab4.5_0000019g0150,Nitab4.5_0000019g0150,Nitab4.5_0000019g0150,Protein of unknown function DUF833
1.207295418,7.73376E-07,6.76218E-05,Nitab4.5_0001600g0050,Nitab4.5_0001600g0050,Nitab4.5_0001600g0050,Unknown
1.20599103,0.002227859,0.010600309,Nitab4.5_0000001g0060,Nitab4.5_0000001g0060,Nitab4.5_0000001g0060,Short-chain dehydrogenase/reductase SDR
1.205471754,3.90994E-07,4.86289E-05,Nitab4.5_0003280g0020,Nitab4.5_0003280g0020,Nitab4.5_0003280g0020,Mechanosensitive ion channel MscS
1.203706622,0.001534862,0.007959816,Nitab4.5_0000343g0110,Nitab4.5_0000343g0110,Nitab4.5_0000343g0110,Unknown
1.201285839,5.11393E-08,2.27052E-05,Nitab4.5_0001769g0100,Nitab4.5_0001769g0100,Nitab4.5_0001769g0100,Chaperonin Cpn60/TCP-1
1.201248169,1.72897E-06,0.000100839,Nitab4.5_0000380g0180,Nitab4.5_0000380g0180,Nitab4.5_0000380g0180,Ubiquitin-conjugating enzyme/RWD-like
1.200094819,3.35234E-05,0.000540006,Nitab4.5_0000529g0180,Nitab4.5_0000529g0180,Nitab4.5_0000529g0180,Unknown
1.199529171,2.42296E-05,0.000450589,Nitab4.5_0000312g0190,Nitab4.5_0000312g0190,Nitab4.5_0000312g0190,Autophagy-related protein Atg8 family
1.198522568,0.008810347,0.031387636,Nitab4.5_0000070g0170,Nitab4.5_0000070g0170,Nitab4.5_0000070g0170,Histone H2B
1.198158979,2.18682E-05,0.000420995,Nitab4.5_0001315g0060,Nitab4.5_0001315g0060,Nitab4.5_0001315g0060,AMP-dependent synthetase/ligase
1.197968006,4.44616E-06,0.00016585,Nitab4.5_0003348g0030,Nitab4.5_0003348g0030,Nitab4.5_0003348g0030,DBP10CT
1.196959019,6.43228E-07,6.30835E-05,Nitab4.5_0002861g0040,Nitab4.5_0002861g0040,Nitab4.5_0002861g0040,Interphotoreceptor retinol-binding
1.196717501,0.00075246,0.004660268,Nitab4.5_0000092g0090,Nitab4.5_0000092g0090,Nitab4.5_0000092g0090,Unknown
1.196563482,0.00662752,0.025032207,Nitab4.5_0005294g0010,Nitab4.5_0005294g0010,Nitab4.5_0005294g0010,Aldolase-type TIM barrel
1.196507394,0.000349019,0.002646409,Nitab4.5_0000008g0200,Nitab4.5_0000008g0200,Nitab4.5_0000008g0200,Thioredoxin-like fold
1.196483195,0.000961695,0.005611909,Nitab4.5_0000577g0070,Nitab4.5_0000577g0070,Nitab4.5_0000577g0070,Zinc finger
1.196115017,1.89175E-05,0.000384621,Nitab4.5_0000519g0260,Nitab4.5_0000519g0260,Nitab4.5_0000519g0260,Coiled-coil domain-containing protein 86
1.195682526,3.14418E-08,1.8613E-05,Nitab4.5_0000152g0350,Nitab4.5_0000152g0350,Nitab4.5_0000152g0350,Heat shock protein Hsp90 family
1.194798231,0.021171286,0.064145944,Nitab4.5_0003111g0040,Nitab4.5_0003111g0040,Nitab4.5_0003111g0040,Unknown
1.194525242,7.16679E-06,0.000223214,Nitab4.5_0002920g0010,Nitab4.5_0002920g0010,Nitab4.5_0002920g0010,Thiolase-like
1.19449544,1.13633E-06,8.20439E-05,Nitab4.5_0001336g0050,Nitab4.5_0001336g0050,Nitab4.5_0001336g0050,Glycosyl transferase
1.194185972,0.000193001,0.001741369,Nitab4.5_0004860g0010,Nitab4.5_0004860g0010,Nitab4.5_0004860g0010,SKP1 component
1.193465233,7.83431E-06,0.000234086,Nitab4.5_0001321g0020,Nitab4.5_0001321g0020,Nitab4.5_0001321g0020,Malic enzyme
1.193378448,0.003153193,0.013873188,Nitab4.5_0003599g0020,Nitab4.5_0003599g0020,Nitab4.5_0003599g0020,Unknown
1.192345142,9.30162E-06,0.000257308,Nitab4.5_0002257g0110,Nitab4.5_0002257g0110,Nitab4.5_0002257g0110,Quinonprotein alcohol dehydrogenase-like superfamily
1.191792965,0.000312773,0.00244817,Nitab4.5_0000059g0330,Nitab4.5_0000059g0330,Nitab4.5_0000059g0330,Unknown
1.189733744,9.63335E-06,0.000262431,Nitab4.5_0002443g0050,Nitab4.5_0002443g0050,Nitab4.5_0002443g0050,Chaperonin Cpn10
1.189325809,0.000174555,0.001625591,Nitab4.5_0000202g0180,Nitab4.5_0000202g0180,Nitab4.5_0000202g0180,RNA recognition motif domain
1.187339067,2.61735E-06,0.000126141,Nitab4.5_0003799g0010,Nitab4.5_0003799g0010,Nitab4.5_0003799g0010,DDT domain
1.187155724,7.59747E-06,0.000229859,Nitab4.5_0002629g0010,Nitab4.5_0002629g0010,Nitab4.5_0002629g0010,Unknown
1.187055588,0.000138134,0.001379748,Nitab4.5_0000588g0350,Nitab4.5_0000588g0350,Nitab4.5_0000588g0350,GroES (chaperonin 10)-like
1.184279203,0.000131562,0.001334367,Nitab4.5_0001474g0010,Nitab4.5_0001474g0010,Nitab4.5_0001474g0010,Unknown
1.184168577,7.12096E-06,0.000222746,Nitab4.5_0002799g0030,Nitab4.5_0002799g0030,Nitab4.5_0002799g0030,Endonuclease/exonuclease/phosphatase
1.182574749,1.52014E-06,9.47588E-05,Nitab4.5_0001823g0080,Nitab4.5_0001823g0080,Nitab4.5_0001823g0080,Ribosomal protein S5 domain 2-type fold
1.182118416,1.5443E-05,0.000343683,Nitab4.5_0000084g0460,Nitab4.5_0000084g0460,Nitab4.5_0000084g0460,WD40/YVTN repeat-like-containing domain
1.182096958,7.15956E-05,0.000886991,Nitab4.5_0001607g0030,Nitab4.5_0001607g0030,Nitab4.5_0001607g0030,Aspartic peptidase
1.181990147,0.000136462,0.001369649,Nitab4.5_0000368g0400,Nitab4.5_0000368g0400,Nitab4.5_0000368g0400,DnaJ domain
1.18187356,0.000256791,0.002123681,Nitab4.5_0000509g0070,Nitab4.5_0000509g0070,Nitab4.5_0000509g0070,Unknown
1.181552172,1.87806E-05,0.000383152,Nitab4.5_0001271g0120,Nitab4.5_0001271g0120,Nitab4.5_0001271g0120,EF-hand domain pair
1.181494236,5.76226E-06,0.000193267,Nitab4.5_0005003g0030,Nitab4.5_0005003g0030,Nitab4.5_0005003g0030,Protein phosphatase 2C
1.181180716,0.000267663,0.002183533,Nitab4.5_0000172g0370,Nitab4.5_0000172g0370,Nitab4.5_0000172g0370,Aspartic peptidase domain
1.180251241,0.011697707,0.039476565,Nitab4.5_0000540g0210,Nitab4.5_0000540g0210,Nitab4.5_0000540g0210,Nucleic acid-binding
1.178431988,3.46827E-07,4.57953E-05,Nitab4.5_0001930g0020,Nitab4.5_0001930g0020,Nitab4.5_0001930g0020,NAF domain
1.177969024,0.01495643,0.048259215,Nitab4.5_0000446g0080,Nitab4.5_0000446g0080,Nitab4.5_0000446g0080,Unknown
1.17565155,0.006624464,0.025025986,Nitab4.5_0003638g0010,Nitab4.5_0003638g0010,Nitab4.5_0003638g0010,Bet v I domain
1.175021172,7.35185E-06,0.000226087,Nitab4.5_0000634g0030,Nitab4.5_0000634g0030,Nitab4.5_0000634g0030,Zinc finger
1.174927235,9.07882E-05,0.001038148,Nitab4.5_0000529g0100,Nitab4.5_0000529g0100,Nitab4.5_0000529g0100,Unknown
1.174343824,6.61583E-05,0.000840443,Nitab4.5_0000123g0220,Nitab4.5_0000123g0220,Nitab4.5_0000123g0220,VQ
1.17372334,0.002765723,0.012506139,Nitab4.5_0001642g0020,Nitab4.5_0001642g0020,Nitab4.5_0001642g0020,rRNA small subunit methyltransferase G
1.173606873,5.26951E-06,0.000183266,Nitab4.5_0002563g0020,Nitab4.5_0002563g0020,Nitab4.5_0002563g0020,Ribosomal protein S19e
1.172930002,1.96853E-05,0.000393457,Nitab4.5_0000831g0120,Nitab4.5_0000831g0120,Nitab4.5_0000831g0120,Unknown
1.171639919,8.92461E-06,0.00025319,Nitab4.5_0001615g0120,Nitab4.5_0001615g0120,Nitab4.5_0001615g0120,Short-chain dehydrogenase/reductase SDR
1.169967175,2.96428E-06,0.000134812,Nitab4.5_0000643g0080,Nitab4.5_0000643g0080,Nitab4.5_0000643g0080,Ankyrin repeat
1.169773579,7.91388E-05,0.000939212,Nitab4.5_0004979g0060,Nitab4.5_0004979g0060,Nitab4.5_0004979g0060,Leucine-rich repeat
1.167728901,0.00016914,0.001590178,Nitab4.5_0002322g0080,Nitab4.5_0002322g0080,Nitab4.5_0002322g0080,Sterile alpha motif/pointed domain
1.167042494,2.56124E-05,0.000460388,Nitab4.5_0000831g0090,Nitab4.5_0000831g0090,Nitab4.5_0000831g0090,Ribonuclease H-like domain
1.166990995,0.000693912,0.004390077,Nitab4.5_0000030g0470,Nitab4.5_0000030g0470,Nitab4.5_0000030g0470,SWIB/MDM2 domain
1.166840076,0.000109536,0.001173276,Nitab4.5_0004141g0050,Nitab4.5_0004141g0050,Nitab4.5_0004141g0050,Zinc finger
1.166526794,7.21407E-07,6.55474E-05,Nitab4.5_0000022g0030,Nitab4.5_0000022g0030,Nitab4.5_0000022g0030,Translation protein
1.166087747,0.000151856,0.001474114,Nitab4.5_0000287g0330,Nitab4.5_0000287g0330,Nitab4.5_0000287g0330,Glycosyl hydrolase
1.166057825,2.66667E-05,0.000469032,Nitab4.5_0001582g0030,Nitab4.5_0001582g0030,Nitab4.5_0001582g0030,Unknown
1.164699793,8.26086E-05,0.000968055,Nitab4.5_0003600g0050,Nitab4.5_0003600g0050,Nitab4.5_0003600g0050,Unknown
1.164471269,8.59191E-06,0.000247379,Nitab4.5_0003975g0040,Nitab4.5_0003975g0040,Nitab4.5_0003975g0040,DNA-binding WRKY
1.164466619,0.000232838,0.001978987,Nitab4.5_0001018g0010,Nitab4.5_0001018g0010,Nitab4.5_0001018g0010,SNARE associated Golgi protein
1.162482142,0.001257548,0.006853414,Nitab4.5_0000003g0880,Nitab4.5_0000003g0880,Nitab4.5_0000003g0880,Cytochrome P450
1.160289764,0.002635762,0.012086192,Nitab4.5_0000216g0060,Nitab4.5_0000216g0060,Nitab4.5_0000216g0060,RNA recognition motif domain
1.159341574,1.90004E-05,0.000385642,Nitab4.5_0002201g0040,Nitab4.5_0002201g0040,Nitab4.5_0002201g0040,4-hydroxyphenylpyruvate dioxygenase
1.158998489,5.69939E-07,5.98925E-05,Nitab4.5_0001021g0050,Nitab4.5_0001021g0050,Nitab4.5_0001021g0050,Homeobox KN domain
1.158001184,5.70045E-05,0.000765062,Nitab4.5_0000630g0040,Nitab4.5_0000630g0040,Nitab4.5_0000630g0040,PC-Esterase
1.157689095,0.000648162,0.004167044,Nitab4.5_0002700g0200,Nitab4.5_0002700g0200,Nitab4.5_0002700g0200,Unknown
1.157213211,7.79633E-07,6.78512E-05,Nitab4.5_0000928g0090,Nitab4.5_0000928g0090,Nitab4.5_0000928g0090,Amino acid transporter
1.156299829,0.000481401,0.003340279,Nitab4.5_0003579g0010,Nitab4.5_0003579g0010,Nitab4.5_0003579g0010,DNA-binding WRKY
1.156280756,6.11258E-05,0.00079909,Nitab4.5_0002005g0020,Nitab4.5_0002005g0020,Nitab4.5_0002005g0020,CO dehydrogenase flavoprotein-like
1.154975891,0.026015123,0.076171063,Nitab4.5_0000303g0310,Nitab4.5_0000303g0310,Nitab4.5_0000303g0310,Unknown
1.154770851,0.003124187,0.013764328,Nitab4.5_0000363g0010,Nitab4.5_0000363g0010,Nitab4.5_0000363g0010,Proteinase inhibitor I20
1.153814316,3.46283E-06,0.000145144,Nitab4.5_0000080g0190,Nitab4.5_0000080g0190,Nitab4.5_0000080g0190,Alpha/beta hydrolase fold-3
1.153434634,0.002595396,0.011944268,Nitab4.5_0001454g0130,Nitab4.5_0001454g0130,Nitab4.5_0001454g0130,Unknown
1.152870178,5.38636E-05,0.000738966,Nitab4.5_0000106g0220,Nitab4.5_0000106g0220,Nitab4.5_0000106g0220,Pleckstrin homology domain
1.152433395,0.000433853,0.003093762,Nitab4.5_0001215g0120,Nitab4.5_0001215g0120,Nitab4.5_0001215g0120,Protein of unknown function DUF3411
1.152305603,1.44036E-05,0.000328692,Nitab4.5_0000621g0010,Nitab4.5_0000621g0010,Nitab4.5_0000621g0010,Band 7 protein
1.151908875,0.000102427,0.001121156,Nitab4.5_0000038g0150,Nitab4.5_0000038g0150,Nitab4.5_0000038g0150,Glyoxalase-like domain
1.151162624,6.42787E-05,0.000824229,Nitab4.5_0002359g0020,Nitab4.5_0002359g0020,Nitab4.5_0002359g0020,Glutamate/phenylalanine/leucine/valine dehydrogenase
1.150856256,2.35234E-05,0.000442546,Nitab4.5_0003011g0010,Nitab4.5_0003011g0010,Nitab4.5_0003011g0010,Phospholipase/carboxylesterase/thioesterase
1.150814772,1.0405E-05,0.000273773,Nitab4.5_0001764g0080,Nitab4.5_0001764g0080,Nitab4.5_0001764g0080,Phospholipase D family
1.150200844,8.66735E-07,7.12628E-05,Nitab4.5_0005860g0010,Nitab4.5_0005860g0010,Nitab4.5_0005860g0010,Uncharacterised protein family Ycf36
1.149996996,6.96774E-07,6.52392E-05,Nitab4.5_0001952g0030,Nitab4.5_0001952g0030,Nitab4.5_0001952g0030,Cyclic nucleotide-binding domain
1.149751902,8.65087E-05,0.001003168,Nitab4.5_0000381g0250,Nitab4.5_0000381g0250,Nitab4.5_0000381g0250,IQ motif
1.149149418,7.12545E-05,0.000884616,Nitab4.5_0005034g0020,Nitab4.5_0005034g0020,Nitab4.5_0005034g0020,Triose-phosphate transporter domain
1.149008274,6.33293E-08,2.37757E-05,Nitab4.5_0000244g0180,Nitab4.5_0000244g0180,Nitab4.5_0000244g0180,Xylose isomerase
1.148819923,0.02003646,0.061409529,Nitab4.5_0001666g0010,Nitab4.5_0001666g0010,Nitab4.5_0001666g0010,Unknown
1.148399264,0.000175665,0.001631229,Nitab4.5_0005259g0040,Nitab4.5_0005259g0040,Nitab4.5_0005259g0040,HSP20-like chaperone
1.148373127,0.008732657,0.031189064,Nitab4.5_0001685g0110,Nitab4.5_0001685g0110,Nitab4.5_0001685g0110,Ubiquitin-conjugating enzyme
1.148058891,0.000420071,0.003031316,Nitab4.5_0003074g0030,Nitab4.5_0003074g0030,Nitab4.5_0003074g0030,Unknown
1.147485733,4.71329E-06,0.000173081,Nitab4.5_0002957g0010,Nitab4.5_0002957g0010,Nitab4.5_0002957g0010,Ninja
1.147323608,2.44167E-05,0.000451872,Nitab4.5_0000354g0130,Nitab4.5_0000354g0130,Nitab4.5_0000354g0130,Chloramphenicol acetyltransferase-like domain
1.147270679,9.53096E-07,7.50621E-05,Nitab4.5_0000757g0010,Nitab4.5_0000757g0010,Nitab4.5_0000757g0010,Protein of unknown function DUF677
1.147144318,2.76803E-08,1.78415E-05,Nitab4.5_0000072g0160,Nitab4.5_0000072g0160,Nitab4.5_0000072g0160,Helicase
1.14598012,2.10587E-06,0.000112418,Nitab4.5_0000136g0360,Nitab4.5_0000136g0360,Nitab4.5_0000136g0360,ATPase family AAA domain-containing protein 3
1.145374298,5.29233E-06,0.000183492,Nitab4.5_0000174g0050,Nitab4.5_0000174g0050,Nitab4.5_0000174g0050,F-box domain
1.145356536,5.03528E-05,0.000704959,Nitab4.5_0003408g0040,Nitab4.5_0003408g0040,Nitab4.5_0003408g0040,Protein of unknown function DUF455
1.144237757,0.00209687,0.010122145,Nitab4.5_0000703g0110,Nitab4.5_0000703g0110,Nitab4.5_0000703g0110,Cation-transporting P-type ATPase
1.143012404,0.001177915,0.006505732,Nitab4.5_0002687g0010,Nitab4.5_0002687g0010,Nitab4.5_0002687g0010,Tetracycline resistance protein
1.14257884,1.24684E-07,3.18983E-05,Nitab4.5_0000340g0070,Nitab4.5_0000340g0070,Nitab4.5_0000340g0070,Pyridoxal phosphate-dependent decarboxylase
1.142045617,0.002274698,0.010766924,Nitab4.5_0000036g0590,Nitab4.5_0000036g0590,Nitab4.5_0000036g0590,Unknown
1.141980648,0.000398523,0.002916783,Nitab4.5_0000947g0110,Nitab4.5_0000947g0110,Nitab4.5_0000947g0110,Unknown
1.141652346,0.000222195,0.001919759,Nitab4.5_0004743g0130,Nitab4.5_0004743g0130,Nitab4.5_0004743g0130,RNA polymerase II
1.141046047,1.15187E-06,8.21549E-05,Nitab4.5_0000430g0020,Nitab4.5_0000430g0020,Nitab4.5_0000430g0020,EF-hand domain pair
1.140986681,3.51919E-06,0.000146169,Nitab4.5_0001816g0140,Nitab4.5_0001816g0140,Nitab4.5_0001816g0140,PNPase/RNase PH domain
1.14071846,1.36291E-08,1.32291E-05,Nitab4.5_0000021g0300,Nitab4.5_0000021g0300,Nitab4.5_0000021g0300,Unknown
1.140633523,0.000369721,0.002763493,Nitab4.5_0000860g0130,Nitab4.5_0000860g0130,Nitab4.5_0000860g0130,WD40/YVTN repeat-like-containing domain
1.140096664,2.97869E-05,0.000504269,Nitab4.5_0000068g0270,Nitab4.5_0000068g0270,Nitab4.5_0000068g0270,Serpin domain
1.13964963,7.75196E-06,0.000232356,Nitab4.5_0000036g0310,Nitab4.5_0000036g0310,Nitab4.5_0000036g0310,Lactate/malate dehydrogenase
1.139483929,3.19179E-07,4.49877E-05,Nitab4.5_0002543g0160,Nitab4.5_0002543g0160,Nitab4.5_0002543g0160,ACT domain
1.139383316,2.53043E-05,0.000458563,Nitab4.5_0000842g0110,Nitab4.5_0000842g0110,Nitab4.5_0000842g0110,Unknown
1.139291525,3.3946E-06,0.000144398,Nitab4.5_0000785g0260,Nitab4.5_0000785g0260,Nitab4.5_0000785g0260,Stomatin
1.137531281,0.00050159,0.003438052,Nitab4.5_0001190g0020,Nitab4.5_0001190g0020,Nitab4.5_0001190g0020,Glutamate dehydrogenase
1.136131287,1.31931E-05,0.000311437,Nitab4.5_0000080g0090,Nitab4.5_0000080g0090,Nitab4.5_0000080g0090,Tubulin
1.135102272,7.07061E-06,0.00022195,Nitab4.5_0003819g0070,Nitab4.5_0003819g0070,Nitab4.5_0003819g0070,Ribosomal protein L12 family
1.134694815,0.000122871,0.001272377,Nitab4.5_0000040g0270,Nitab4.5_0000040g0270,Nitab4.5_0000040g0270,Zinc finger
1.134031773,1.62852E-07,3.49759E-05,Nitab4.5_0001422g0130,Nitab4.5_0001422g0130,Nitab4.5_0001422g0130,Calmodulin binding protein-like
1.133913994,4.8191E-06,0.000174364,Nitab4.5_0009641g0040,Nitab4.5_0009641g0040,Nitab4.5_0009641g0040,Protein phosphatase 2C (PP2C)-like domain
1.133749962,7.46815E-06,0.000227888,Nitab4.5_0000351g0130,Nitab4.5_0000351g0130,Nitab4.5_0000351g0130,Ribosomal protein L37e
1.133001804,2.65145E-05,0.000468484,Nitab4.5_0001509g0020,Nitab4.5_0001509g0020,Nitab4.5_0001509g0020,Sterol methyltransferase C-terminal
