Log-ratio,p-value,minFDR,Glyma Wm82.a2.v1,Gene,Measure,Description
3.160186186,0.000731898,0.010054119,Glyma.03G201500,Glyma.03G201500,Glyma.03G201500.Wm82.a2.v1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
3.157818139,0.000100251,0.002974316,Glyma.01G236200,Glyma.01G236200,Glyma.01G236200.Wm82.a2.v1,uncharacterized LOC102664619
3.156870842,1.73509E-07,0.000198663,Glyma.13G344200,Glyma.13G344200,Glyma.13G344200.Wm82.a2.v1,ARF-GAP domain 11
3.150512377,0.000137469,0.003575078,Glyma.12G203100,Glyma.12G203100,Glyma.12G203100.Wm82.a2.v1,Integrase-type DNA-binding superfamily protein
3.147982836,6.29781E-06,0.000727376,Glyma.02G195400,Glyma.02G195400,Glyma.02G195400.Wm82.a2.v1,syntaxin of plants 121
3.144278169,0.000202101,0.004491237,Glyma.16G137200,Glyma.16G137200,Glyma.16G137200.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
3.14307791,0.002988728,0.025229748,Glyma.12G110100,Glyma.12G110100,Glyma.12G110100.Wm82.a2.v1,uncharacterized LOC102664619
3.142815441,1.75339E-05,0.001136729,Glyma.20G030600,Glyma.20G030600,Glyma.20G030600.Wm82.a2.v1,uncharacterized LOC100784766
3.140696168,0.000396988,0.00676049,Glyma.05G186700,Glyma.05G186700,Glyma.05G186700.Wm82.a2.v1,Integrase-type DNA-binding superfamily protein
3.140235901,4.80903E-05,0.001981744,Glyma.06G033000,Glyma.06G033000,Glyma.06G033000.Wm82.a2.v1,ovate family protein 8
3.132148147,0.006279884,0.041562331,Glyma.05G195000,Glyma.05G195000,Glyma.05G195000.Wm82.a2.v1,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
3.116247654,1.06433E-05,0.000905044,Glyma.15G115600,Glyma.15G115600,Glyma.15G115600.Wm82.a2.v1,Auxin-responsive family protein
3.112823799,0.000196937,0.004413096,Glyma.08G056600,Glyma.08G056600,Glyma.08G056600.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
3.107583284,0.000202919,0.004502135,Glyma.15G110300,Glyma.15G110300,Glyma.15G110300.Wm82.a2.v1,WRKY family transcription factor
3.105961084,1.29458E-08,9.06917E-05,Glyma.08G135200,Glyma.08G135200,Glyma.08G135200.Wm82.a2.v1,signal responsive 1
3.100893021,6.51612E-05,0.002334972,Glyma.03G138000,Glyma.03G138000,Glyma.03G138000.Wm82.a2.v1,calcium-dependent protein kinase 32
3.099650383,0.00081261,0.010789712,Glyma.16G136600,Glyma.16G136600,Glyma.16G136600.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
3.098178864,4.37364E-06,0.000636665,Glyma.03G074000,Glyma.03G074000,Glyma.03G074000.Wm82.a2.v1,PAR1 protein
3.094722271,0.003173632,0.026179432,Glyma.05G010500,Glyma.05G010500,Glyma.05G010500.Wm82.a2.v1,uncharacterized LOC100306235
3.093310282,5.70108E-05,0.002160272,Glyma.04G052000,Glyma.04G052000,Glyma.04G052000.Wm82.a2.v1,heat shock transcription factor A2
3.08692345,0.000304806,0.005738182,Glyma.12G011700,Glyma.12G011700,Glyma.12G011700.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
3.084180832,9.13282E-05,0.002823164,Glyma.08G281600,Glyma.08G281600,Glyma.08G281600.Wm82.a2.v1,arabinogalactan protein 3
3.082640409,6.57849E-05,0.002350196,Glyma.12G206700,Glyma.12G206700,Glyma.12G206700.Wm82.a2.v1,uncharacterized LOC100791118
3.082194805,2.13327E-06,0.000451159,Glyma.09G011200,Glyma.09G011200,Glyma.09G011200.Wm82.a2.v1,Auxin-responsive family protein
3.07105422,4.30837E-05,0.001860233,Glyma.14G038300,Glyma.14G038300,Glyma.14G038300.Wm82.a2.v1,cystatin B
3.070038795,0.000476806,0.00760664,Glyma.04G092100,Glyma.04G092100,Glyma.04G092100.Wm82.a2.v1,dicarboxylate carrier 2
3.066345453,7.04833E-07,0.000308607,Glyma.05G034600,Glyma.05G034600,Glyma.05G034600.Wm82.a2.v1,Calmodulin binding protein-like
3.066307902,1.74574E-06,0.000419907,Glyma.16G210600,Glyma.16G210600,Glyma.16G210600.Wm82.a2.v1,Disease resistance protein (TIR-NBS-LRR class) family
3.062099457,1.48211E-06,0.000405927,Glyma.09G181400,Glyma.09G181400,Glyma.09G181400.Wm82.a2.v1,Protein kinase superfamily protein
3.060862958,0.000105641,0.003062868,Glyma.11G230400,Glyma.11G230400,Glyma.11G230400.Wm82.a2.v1,CRINKLY4 related 3
3.058565855,5.38117E-05,0.002099643,Glyma.16G156200,Glyma.16G156200,Glyma.16G156200.Wm82.a2.v1,leucine-rich repeat transmembrane protein kinase family protein
3.058186769,1.30854E-06,0.000396087,Glyma.06G119700,Glyma.06G119700,Glyma.06G119700.Wm82.a2.v1,Target of Myb protein 1
3.050248623,0.004159984,0.031458935,Glyma.10G053000,Glyma.10G053000,Glyma.10G053000.Wm82.a2.v1,unknown
3.042331576,8.96317E-05,0.002787947,Glyma.17G118200,Glyma.17G118200,Glyma.17G118200.Wm82.a2.v1,uncharacterized LOC100780553
3.04061912,0.00030287,0.005717632,Glyma.16G199000,Glyma.16G199000,Glyma.16G199000.Wm82.a2.v1,C-repeat-binding factor 4
3.0391801,3.55105E-05,0.001679569,Glyma.06G259400,Glyma.06G259400,Glyma.06G259400.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
3.0349015,0.000138628,0.003594473,Glyma.03G157700,Glyma.03G157700,Glyma.03G157700.Wm82.a2.v1,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
3.034181774,0.010431191,0.059003397,Glyma.14G222400,Glyma.14G222400,Glyma.14G222400.Wm82.a2.v1,uncharacterized protein At1g76070
3.026035964,9.29282E-07,0.000342636,Glyma.13G315300,Glyma.13G315300,Glyma.13G315300.Wm82.a2.v1,NAC domain containing protein 90
3.020087719,8.7944E-07,0.00034123,Glyma.11G140500,Glyma.11G140500,Glyma.11G140500.Wm82.a2.v1,heat shock protein 70
3.018684268,0.000915423,0.011633558,Glyma.17G236200,Glyma.17G236200,Glyma.17G236200.Wm82.a2.v1,salt tolerance zinc finger
3.0109092,5.64451E-05,0.002149054,Glyma.17G020900,Glyma.17G020900,Glyma.17G020900.Wm82.a2.v1,DUF679 domain membrane protein 2
3.007184625,0.000521198,0.008073532,Glyma.11G180500,Glyma.11G180500,Glyma.11G180500.Wm82.a2.v1,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
3.004903078,0.009010307,0.05344202,Glyma.13G234500,Glyma.13G234500,Glyma.13G234500.Wm82.a2.v1,Thioredoxin superfamily protein
3.001413107,0.003879002,0.030026908,Glyma.08G158100,Glyma.08G158100,Glyma.08G158100.Wm82.a2.v1,uncharacterized LOC100305767
3.00071919,0.000320881,0.005917549,Glyma.05G237200,Glyma.05G237200,Glyma.05G237200.Wm82.a2.v1,Calmodulin binding protein-like
3.000603199,1.02257E-06,0.000360435,Glyma.09G248600,Glyma.09G248600,Glyma.09G248600.Wm82.a2.v1,calreticulin 3
2.999191284,0.000282469,0.005483444,Glyma.12G073000,Glyma.12G073000,Glyma.12G073000.Wm82.a2.v1,mitogen-activated protein kinase 3
2.9963727,0.007525028,0.047168401,Glyma.04G208300,Glyma.04G208300,Glyma.04G208300.Wm82.a2.v1,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
2.996184707,5.47746E-07,0.000306827,Glyma.06G314200,Glyma.06G314200,Glyma.06G314200.Wm82.a2.v1,Plant invertase/pectin methylesterase inhibitor superfamily
2.99492383,7.12246E-07,0.000309435,Glyma.09G130900,Glyma.09G130900,Glyma.09G130900.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
2.989814818,4.13215E-05,0.001819183,Glyma.15G253500,Glyma.15G253500,Glyma.15G253500.Wm82.a2.v1,Protein kinase superfamily protein
2.978769839,1.04155E-06,0.000364577,Glyma.12G089800,Glyma.12G089800,Glyma.12G089800.Wm82.a2.v1,Calcium-binding EF-hand family protein
2.974250853,3.61335E-06,0.000597365,Glyma.12G065900,Glyma.12G065900,Glyma.12G065900.Wm82.a2.v1,Domain of unknown function (DUF966)
2.972141743,1.67846E-05,0.001117196,Glyma.07G163200,Glyma.07G163200,Glyma.07G163200.Wm82.a2.v1,extra-large G-protein 1
2.967437267,3.60377E-05,0.001694376,Glyma.15G272600,Glyma.15G272600,Glyma.15G272600.Wm82.a2.v1,unknown
2.955200911,0.000191388,0.004339048,Glyma.06G125600,Glyma.06G125600,Glyma.06G125600.Wm82.a2.v1,WRKY DNA-binding protein 30
2.954478025,0.000253023,0.00513412,Glyma.17G105300,Glyma.17G105300,Glyma.17G105300.Wm82.a2.v1,RING/U-box superfamily protein
2.936907291,1.69198E-06,0.000414838,Glyma.14G020000,Glyma.14G020000,Glyma.14G020000.Wm82.a2.v1,O-Glycosyl hydrolases family 17 protein
2.93595314,5.63555E-05,0.002148729,Glyma.10G237800,Glyma.10G237800,Glyma.10G237800.Wm82.a2.v1,heat shock transcription factor  B2A
2.929229259,3.60415E-06,0.000597365,Glyma.05G175400,Glyma.05G175400,Glyma.05G175400.Wm82.a2.v1,RING/U-box superfamily protein
2.926436186,5.63036E-08,0.00016239,Glyma.17G092700,Glyma.17G092700,Glyma.17G092700.Wm82.a2.v1,Calmodulin binding protein-like
2.918198317,0.003308612,0.026924326,Glyma.06G090900,Glyma.06G090900,Glyma.06G090900.Wm82.a2.v1,transcription factor-related
2.914102137,3.12624E-05,0.001567589,Glyma.03G256700,Glyma.03G256700,Glyma.03G256700.Wm82.a2.v1,WRKY DNA-binding protein 30
2.913825512,0.003169414,0.026148714,Glyma.19G228000,Glyma.19G228000,Glyma.19G228000.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
2.907260597,0.00029555,0.005647384,Glyma.08G172300,Glyma.08G172300,Glyma.08G172300.Wm82.a2.v1,cysteine-rich and transmembrane domain-containing protein WIH2
2.903556228,0.00260533,0.022976101,Glyma.18G205800,Glyma.18G205800,Glyma.18G205800.Wm82.a2.v1,ferretin 1
2.896518469,4.48381E-06,0.000636671,Glyma.01G183300,Glyma.01G183300,Glyma.01G183300.Wm82.a2.v1,Disease resistance protein (CC-NBS-LRR class) family
2.894455433,0.000493572,0.007781077,Glyma.08G220500,Glyma.08G220500,Glyma.08G220500.Wm82.a2.v1,uncharacterized LOC100808512
2.894052148,0.000634671,0.009165034,Glyma.08G177200,Glyma.08G177200,Glyma.08G177200.Wm82.a2.v1,arabinogalactan protein 1
2.893512487,0.000131221,0.003470575,Glyma.18G009800,Glyma.18G009800,Glyma.18G009800.Wm82.a2.v1,B12D protein
2.890876293,1.98282E-07,0.000198663,Glyma.01G044100,Glyma.01G044100,Glyma.01G044100.Wm82.a2.v1,protein kinase 2B
2.889364243,0.000837299,0.010981882,Glyma.12G093100,Glyma.12G093100,Glyma.12G093100.Wm82.a2.v1,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
2.886065364,8.06574E-07,0.000332379,Glyma.17G214400,Glyma.17G214400,Glyma.17G214400.Wm82.a2.v1,rust resistance kinase Lr10
2.883334316,0.000344804,0.00619366,Glyma.13G363300,Glyma.13G363300,Glyma.13G363300.Wm82.a2.v1,Late embryogenesis abundant protein (LEA) family protein
2.878246188,2.01239E-05,0.001233864,Glyma.20G088900,Glyma.20G088900,Glyma.20G088900.Wm82.a2.v1,RING/U-box superfamily protein
2.876363993,6.19834E-07,0.000306827,Glyma.11G077300,Glyma.11G077300,Glyma.11G077300.Wm82.a2.v1,calcium-dependent protein kinase 28
2.874643028,5.53705E-05,0.002137851,Glyma.05G211600,Glyma.05G211600,Glyma.05G211600.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
2.870739698,3.97671E-07,0.000265862,Glyma.13G066500,Glyma.13G066500,Glyma.13G066500.Wm82.a2.v1,Oxoglutarate/iron-dependent oxygenase
2.87071538,1.80744E-07,0.000198663,Glyma.12G013100,Glyma.12G013100,Glyma.12G013100.Wm82.a2.v1,mitochondrion-localized small heat shock protein 23.6
2.868778586,0.003697359,0.029087718,Glyma.01G185800,Glyma.01G185800,Glyma.01G185800.Wm82.a2.v1,heat shock factor 4
2.857897043,0.000395834,0.006747975,Glyma.10G259800,Glyma.10G259800,Glyma.10G259800.Wm82.a2.v1,Gibberellin-regulated family protein
2.856868386,9.76377E-05,0.002924643,Glyma.02G024200,Glyma.02G024200,Glyma.02G024200.Wm82.a2.v1,Actin cross-linking protein
2.855684876,1.98026E-06,0.000437312,Glyma.03G107900,Glyma.03G107900,Glyma.03G107900.Wm82.a2.v1,uncharacterized LOC100785599
2.853625268,3.23476E-06,0.000559542,Glyma.14G098100,Glyma.14G098100,Glyma.14G098100.Wm82.a2.v1,Chalcone-flavanone isomerase family protein
2.845302224,9.18885E-06,0.000848003,Glyma.09G014700,Glyma.09G014700,Glyma.09G014700.Wm82.a2.v1,Calcium-dependent lipid-binding (CaLB domain) family protein
2.844046116,1.29037E-06,0.000396087,Glyma.05G079700,Glyma.05G079700,Glyma.05G079700.Wm82.a2.v1,calmodulin 5
2.841516733,1.52987E-06,0.00041024,Glyma.U025900,Glyma.U025900,Glyma.U025900.Wm82.a2.v1,Protein phosphatase 2C family protein
2.839903548,0.002670731,0.02338195,Glyma.13G006700,Glyma.13G006700,Glyma.13G006700.Wm82.a2.v1,nudix hydrolase homolog 2
2.836886168,3.23683E-06,0.000559542,Glyma.01G106000,Glyma.01G106000,Glyma.01G106000.Wm82.a2.v1,glutathione S-transferase TAU 8
2.821898699,2.14415E-06,0.000451463,Glyma.18G246400,Glyma.18G246400,Glyma.18G246400.Wm82.a2.v1,BAK1-interacting receptor-like kinase 1
2.820453882,0.000114264,0.003201907,Glyma.15G078600,Glyma.15G078600,Glyma.15G078600.Wm82.a2.v1,Thioredoxin superfamily protein
2.818727493,8.12318E-05,0.002632736,Glyma.13G247200,Glyma.13G247200,Glyma.13G247200.Wm82.a2.v1,MYB-like 102
2.81768322,1.45278E-05,0.001061537,Glyma.17G076600,Glyma.17G076600,Glyma.17G076600.Wm82.a2.v1,soluble N-ethylmaleimide-sensitive factor adaptor protein 33
2.816184044,7.77276E-06,0.000793636,Glyma.08G249900,Glyma.08G249900,Glyma.08G249900.Wm82.a2.v1,reversibly glycosylated polypeptide 2
2.809848666,2.27966E-05,0.00132454,Glyma.08G173800,Glyma.08G173800,Glyma.08G173800.Wm82.a2.v1,Protein kinase superfamily protein
2.804985881,4.54094E-06,0.000639174,Glyma.07G095900,Glyma.07G095900,Glyma.07G095900.Wm82.a2.v1,Protein kinase superfamily protein
2.803835511,0.000161751,0.003929815,Glyma.13G164600,Glyma.13G164600,Glyma.13G164600.Wm82.a2.v1,serine-rich protein-related
2.802721262,2.5945E-05,0.001410744,Glyma.16G173000,Glyma.16G173000,Glyma.16G173000.Wm82.a2.v1,chitinase A
2.801366806,0.000377242,0.006535441,Glyma.02G125900,Glyma.02G125900,Glyma.02G125900.Wm82.a2.v1,uncharacterized LOC100777541
2.794210792,5.7995E-06,0.0007175,Glyma.11G226000,Glyma.11G226000,Glyma.11G226000.Wm82.a2.v1,proline transporter 1
2.785498381,0.00021668,0.004658201,Glyma.14G041700,Glyma.14G041700,Glyma.14G041700.Wm82.a2.v1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
2.78235054,2.12394E-06,0.000451159,Glyma.10G230000,Glyma.10G230000,Glyma.10G230000.Wm82.a2.v1,phosphatase-related
2.781667113,0.002684302,0.023454788,Glyma.12G052100,Glyma.12G052100,Glyma.12G052100.Wm82.a2.v1,Calcium-binding EF-hand family protein
2.779952765,0.000711351,0.009885191,Glyma.20G237200,Glyma.20G237200,Glyma.20G237200.Wm82.a2.v1,Dormancy/auxin associated family protein
2.777161121,0.00069496,0.009756603,Glyma.11G029000,Glyma.11G029000,Glyma.11G029000.Wm82.a2.v1,ACT domain repeat 8
2.776459932,0.003674318,0.028950301,Glyma.15G179600,Glyma.15G179600,Glyma.15G179600.Wm82.a2.v1,jasmonate-zim-domain protein 1
2.772958755,0.001219513,0.013867125,Glyma.12G226600,Glyma.12G226600,Glyma.12G226600.Wm82.a2.v1,ethylene responsive element binding factor 4
2.772707999,1.9032E-05,0.001193147,Glyma.13G054300,Glyma.13G054300,Glyma.13G054300.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
2.772394359,1.92672E-06,0.000431925,Glyma.13G035800,Glyma.13G035800,Glyma.13G035800.Wm82.a2.v1,wall associated kinase 3
2.764290333,8.8128E-06,0.000837435,Glyma.08G017900,Glyma.08G017900,Glyma.08G017900.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
2.755269527,1.31061E-05,0.001010339,Glyma.06G023400,Glyma.06G023400,Glyma.06G023400.Wm82.a2.v1,uncharacterized LOC100802281
2.752274215,0.000621955,0.009030276,Glyma.05G225900,Glyma.05G225900,Glyma.05G225900.Wm82.a2.v1,oxidative stress 3
2.751930833,1.78428E-05,0.001146769,Glyma.05G129200,Glyma.05G129200,Glyma.05G129200.Wm82.a2.v1,uncharacterized LOC113001635
2.746685684,1.63441E-06,0.000412608,Glyma.19G069200,Glyma.19G069200,Glyma.19G069200.Wm82.a2.v1,probable protein phosphatase 2C 8
2.746039867,5.87058E-07,0.000306827,Glyma.17G214600,Glyma.17G214600,Glyma.17G214600.Wm82.a2.v1,rust resistance kinase Lr10
2.738195539,4.19834E-05,0.001835736,Glyma.01G024500,Glyma.01G024500,Glyma.01G024500.Wm82.a2.v1,uncharacterized LOC102668650
2.734728456,0.005691352,0.038865133,Glyma.08G155100,Glyma.08G155100,Glyma.08G155100.Wm82.a2.v1,unknown
2.733321071,1.92602E-05,0.001200989,Glyma.13G337900,Glyma.13G337900,Glyma.13G337900.Wm82.a2.v1,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
2.728892446,6.32653E-05,0.002288985,Glyma.07G183900,Glyma.07G183900,Glyma.07G183900.Wm82.a2.v1,Concanavalin A-like lectin protein kinase family protein
2.727629185,4.30453E-06,0.000635735,Glyma.06G317800,Glyma.06G317800,Glyma.06G317800.Wm82.a2.v1,DERLIN-1
2.720378637,1.91114E-06,0.000431925,Glyma.04G107500,Glyma.04G107500,Glyma.04G107500.Wm82.a2.v1,glutathione S-transferase TAU 8
2.718849957,0.004540883,0.033406307,Glyma.04G228800,Glyma.04G228800,Glyma.04G228800.Wm82.a2.v1,uncharacterized LOC113001460
2.714198351,1.23902E-06,0.000392176,Glyma.08G002100,Glyma.08G002100,Glyma.08G002100.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
2.712177634,0.001682585,0.017167084,Glyma.08G109200,Glyma.08G109200,Glyma.08G109200.Wm82.a2.v1,Chalcone and stilbene synthase family protein
2.711879969,4.37809E-05,0.001878652,Glyma.12G224000,Glyma.12G224000,Glyma.12G224000.Wm82.a2.v1,Protein of unknown function (DUF2921)
2.709831476,7.83347E-06,0.000794834,Glyma.05G245600,Glyma.05G245600,Glyma.05G245600.Wm82.a2.v1,Calcium-binding EF-hand family protein
2.708036661,2.88159E-05,0.001498108,Glyma.09G042500,Glyma.09G042500,Glyma.09G042500.Wm82.a2.v1,uncharacterized LOC100786266
2.701370239,0.001521248,0.016052877,Glyma.12G142900,Glyma.12G142900,Glyma.12G142900.Wm82.a2.v1,Calcium-binding EF-hand family protein
2.698610783,0.007117839,0.045367017,Glyma.13G032100,Glyma.13G032100,Glyma.13G032100.Wm82.a2.v1,Protein kinase superfamily protein
2.69844836,0.000306951,0.005765326,Glyma.01G128100,Glyma.01G128100,Glyma.01G128100.Wm82.a2.v1,WRKY DNA-binding protein 33
2.696915865,0.000713448,0.009905227,Glyma.12G117000,Glyma.12G117000,Glyma.12G117000.Wm82.a2.v1,erf domain protein 9
2.69398284,0.00429145,0.032115103,Glyma.15G003300,Glyma.15G003300,Glyma.15G003300.Wm82.a2.v1,WRKY DNA-binding protein 40
2.692210734,4.19065E-05,0.001835736,Glyma.04G040000,Glyma.04G040000,Glyma.04G040000.Wm82.a2.v1,HXXXD-type acyl-transferase family protein
2.689185143,2.51716E-05,0.001392612,Glyma.01G114400,Glyma.01G114400,Glyma.01G114400.Wm82.a2.v1,Plant protein of unknown function (DUF247)
2.685213566,7.19467E-06,0.000769716,Glyma.05G119100,Glyma.05G119100,Glyma.05G119100.Wm82.a2.v1,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
2.684293985,0.001166258,0.013465548,Glyma.07G041400,Glyma.07G041400,Glyma.07G041400.Wm82.a2.v1,jasmonate-zim-domain protein 6
2.683974385,2.64616E-07,0.000228551,Glyma.09G182000,Glyma.09G182000,Glyma.09G182000.Wm82.a2.v1,Protein kinase superfamily protein
2.681288809,0.001870578,0.018453558,Glyma.15G084900,Glyma.15G084900,Glyma.15G084900.Wm82.a2.v1,uncharacterized LOC106796026
2.669823527,7.22084E-06,0.000769716,Glyma.14G005700,Glyma.14G005700,Glyma.14G005700.Wm82.a2.v1,NAD(P)-linked oxidoreductase superfamily protein
2.662988663,0.000102331,0.003007356,Glyma.16G059400,Glyma.16G059400,Glyma.16G059400.Wm82.a2.v1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
2.660447657,0.000216235,0.004658201,Glyma.13G280400,Glyma.13G280400,Glyma.13G280400.Wm82.a2.v1,unknown
2.659973517,6.0462E-06,0.000720672,Glyma.13G266900,Glyma.13G266900,Glyma.13G266900.Wm82.a2.v1,unknown
2.65713501,1.12337E-05,0.000928486,Glyma.12G160500,Glyma.12G160500,Glyma.12G160500.Wm82.a2.v1,Protein kinase superfamily protein
2.651902795,1.24103E-05,0.000976857,Glyma.02G248000,Glyma.02G248000,Glyma.02G248000.Wm82.a2.v1,Calcium-dependent lipid-binding (CaLB domain) family protein
2.645944118,1.96674E-05,0.001215261,Glyma.07G125600,Glyma.07G125600,Glyma.07G125600.Wm82.a2.v1,oxidative stress 3
2.643395185,2.1651E-06,0.000451463,Glyma.16G099600,Glyma.16G099600,Glyma.16G099600.Wm82.a2.v1,Calcium-binding EF-hand family protein
2.638856173,0.000451401,0.007349892,Glyma.16G136200,Glyma.16G136200,Glyma.16G136200.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
2.638660789,0.010351822,0.058726338,Glyma.U017900,Glyma.U017900,Glyma.U017900.Wm82.a2.v1,Protein of unknown function (DUF793)
2.638339162,1.00912E-05,0.000880922,Glyma.20G218900,Glyma.20G218900,Glyma.20G218900.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
2.633543253,1.46531E-06,0.000405927,Glyma.18G086600,Glyma.18G086600,Glyma.18G086600.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
2.631569862,1.8225E-06,0.000430971,Glyma.02G043500,Glyma.02G043500,Glyma.02G043500.Wm82.a2.v1,F-box family protein with a domain of unknown function (DUF295)
2.628905535,5.75861E-05,0.002171437,Glyma.U021800,Glyma.U021800,Glyma.U021800.Wm82.a2.v1,mitogen-activated protein kinase 3
2.628396869,0.000433194,0.007159519,Glyma.06G290200,Glyma.06G290200,Glyma.06G290200.Wm82.a2.v1,Protein phosphatase 2C family protein
2.627219915,2.24613E-05,0.001317129,Glyma.20G131600,Glyma.20G131600,Glyma.20G131600.Wm82.a2.v1,RING/U-box superfamily protein
2.624955654,4.98183E-06,0.000661615,Glyma.08G297900,Glyma.08G297900,Glyma.08G297900.Wm82.a2.v1,protein kinase 2B
2.620650768,6.98267E-07,0.000308139,Glyma.14G037300,Glyma.14G037300,Glyma.14G037300.Wm82.a2.v1,"Late embryogenesis abundant protein, group 2"
2.619643211,1.88177E-06,0.000431925,Glyma.17G185000,Glyma.17G185000,Glyma.17G185000.Wm82.a2.v1,NAC domain containing protein 83
2.619205236,9.67963E-06,0.000861537,Glyma.18G035000,Glyma.18G035000,Glyma.18G035000.Wm82.a2.v1,protein phosphatase 2CA
